Headline,Link,Model_Category,Sentiment,Model_Summary,Time (s),Classified
Hela listan – 2025 års Gaseller,https://www.di.se/nyheter/hela-listan-2025-ars-gaseller/,Sports,Neutral,[2025-10-16] The first winners have been announced as the annual competition begins. This announcement signals the start of a new competition cycle.,0.0,True
De siktar mot stjärnorna – och mot börsen,https://www.di.se/nyheter/de-siktar-mot-stjarnorna-och-mot-borsen/,Technology,Neutral,[2025-10-16] The article discusses a technological challenge â€“ the difficulty of accurately simulating the feeling of engaging a mechanical handbrake in autonomous vehicle development. It highlights the current limitations in replicating human intuition.,0.0,True
23 mil enkel väg ingen match för vinnaren,https://www.di.se/nyheter/23-mil-enkel-vag-ingen-match-for-vinnaren-i-norr/,Business,Positive,"[2025-10-16] Schaktbolaget, a Swedish company, has achieved record sales. This indicates positive business performance and growth for the company.",0.0,True
Kommentar.Nordeas aktie har mer att ge,https://www.di.se/analys/nordeas-aktie-har-mer-att-ge/,Health,Neutral,"[2025-10-16] The article discusses Agnetha JÃ¶nsson's chances for a good continuation of the year, likely referring to her health or recovery from an illness.  It provides a factual update without expressing explicit optimism or pessimism.",0.0,True
Vd: ”Ett mycket stabilt kvartal”,https://www.di.se/live/nordeas-rapport-battre-an-vantat-vd-n-stabilt-kvartal/,Business,Positive,"[2025-10-16] The company's results exceeded expectations, with operating costs coming in lower than anticipated. This suggests a successful financial performance.",0.0,True
Citi: Solid rapport från Nordea,https://www.di.se/live/citi-solid-rapport-fran-nordea/,Business,Neutral,[2025-10-16] This article reports on a strong relationship between Citi and Nordea. It doesn't express any particular opinion or emotion regarding the connection.,0.0,True
Nordea startar återköpsprogram för miljarder,https://www.di.se/live/nordea-startar-aterkopsprogram-for-miljarder/,Business,Neutral,"[2025-10-16] Nordea, a major financial institution, has announced a significant share buyback program. This action indicates a positive outlook for the company's stock and financial performance.",0.0,True
Små rörelser på börsen – Nordea rapportlyfter,https://www.di.se/live/borsen-vander-ned-nordea-lyfter-efter-stark-rapport/,Business,Neutral,[2025-10-16] Stock prices for Kinnevik rose while ABB and Investor experienced declines. This suggests fluctuating market activity among several Swedish companies.,0.0,True
Hanza rusar efter jätteförvärv,https://www.di.se/live/hanza-rusar-efter-jatteforvarv/,Business,Neutral,[2025-10-16] The article reports on a significant acquisition by a company named Hanza.  This likely indicates a business transaction and does not express a strong positive or negative opinion.,0.0,True
SEB ser köpläge i Volvo Cars – dagens rekar,https://www.di.se/live/seb-ser-koplage-i-volvo-cars-har-ar-dagens-rekar/,Business,Positive,[2025-10-16] SEB has identified Volvo Cars as a buy recommendation. This suggests a positive outlook on the company's financial prospects.,0.0,True
Fem saker att ha koll på under handelsdagen,https://www.di.se/live/fem-saker-att-ha-koll-pa-innan-borsen-oppnar-394/,Business,Neutral,"[2025-10-16] This article, titled 'Ten Things to Keep Track of During the Trading Day,' discusses factors investors should consider when monitoring the stock market. It provides information relevant to financial markets.",0.0,True
Rusning till ”vuxenkrypto” – experten pekar ut vinnarna,https://www.di.se/digital/rusning-till-vuxenkrypto-experten-pekar-ut-vinnarna/,Business,Neutral,"[2025-10-16] The article reports a forecasted market value of 20 trillion, likely referring to a specific market sector. This suggests economic growth and market valuation predictions.",0.0,True
Uppgifter: Kinnevikägt bolag förbereder notering,https://www.di.se/digital/uppgifter-kinnevikagt-bolag-forbereder-notering/,Business,Neutral,"[2025-10-16] This article reports on a recent capital injection into a company, valuing it at approximately 25 billion Swedish kronor. It provides factual information about a financial transaction.",0.0,True
Vikariebanken köps upp: ”Dubblar vår marknad”,https://www.di.se/digital/hr-plattform-koper-vikariebanken-dubblar-var-marknad/,Business,Positive,[2025-10-16] The article reports that a company's revenue and earnings have surpassed 100 million. This indicates strong financial performance.,0.0,True
Analytiker om EQT: ”Budskapet är svagt positivt”,https://www.di.se/nyheter/analytiker-om-eqt-utsikterna-ar-nagot-mer-konstruktiva/,Business,Positive,[2025-10-16] Citi has issued a statement indicating improved investment prospects. The report suggests a more favorable outlook for the market.,0.0,True
Kinneviks substansvärde ökade,https://www.di.se/live/kinneviks-substansvarde-okade/,Business,Negative,[2025-10-16] The article reports that a funding round for Stegras is continuing to be shrouded in secrecy. This suggests ongoing challenges or concerns surrounding the company's finances.,0.0,True
Carasent vänder till rörelsevinst,https://www.di.se/live/carasent-vander-till-vinst/,Business,Neutral,"[2025-10-16] Carasent, a Swedish company, reported profitability from operations. This announcement reflects a positive financial development for the company.",0.0,True
Note bryter dyster tillväxttrend,https://www.di.se/live/note-bryter-dyster-tillvaxttrend/,Business,Negative,[2025-10-16] The article reports on a concerning trend of declining growth in Norway. This suggests a potential economic downturn.,0.0,True
EQT: ”Avyttringsaktiviteten är stark”,https://www.di.se/live/eqt-s-vd-avyttringsaktiviteten-ar-stark/,Politics,Neutral,[2025-10-16] This article reports that the USA is prioritizing a specific area of focus moving forward.  The content suggests a strategic shift but doesn't express a particular positive or negative outlook.,0.0,True
AQ:s försäljning steg – ”sämre än målsättning”,https://www.di.se/live/aq-s-forsaljning-steg-men-samre-an-malsattning/,Business,Positive,"[2025-10-16] Swedish company AQ reported increased sales, but the results were still below initial targets. The news indicates a positive trend for the company.",0.0,True
Plejds omsättning och vinst rusar,https://www.di.se/live/plejds-omsattning-och-vinst-rusar/,Business,Positive,"[2025-10-16] The article reports a surge in revenue and profit for Plejds, indicating positive business performance.",0.0,True
Massuppsägningar hos livsmedelsjätten,https://www.di.se/live/nestle-sager-upp-16-000-anstallda/,Politics,Negative,"[2025-10-16] The article reports on a cost-cutting package in Sweden involving the elimination of 16,000 jobs. This suggests a potentially negative economic impact and is a political decision.",0.0,True
SEB: Electrolux inte köpvärd även med noll i börsvärde,https://www.di.se/nyheter/seb-electrolux-inte-kopvard-aven-med-noll-i-borsvarde/,Business,Negative,[2025-10-16] The article reports that mounting debt is increasing the valuation of something (likely a company or asset). This suggests financial pressure and potential concerns.,0.0,True
Ny våg av smarta glasögon – ”kan bli enormt stort”,https://www.di.se/nyheter/andra-vagen-av-smarta-glasogon-ar-har/,Technology,Neutral,[2025-10-16] A Swedish technology expert reports that 'Big Tech' companies are investing heavily. This suggests a trend or development within the tech industry.,0.0,True
Robotarnas största utmaning: Mänskligheten,https://www.di.se/nyheter/manskligheten-ar-annu-for-stor-utmaning-for-robotarna/,Technology,Neutral,[2025-10-16] This article reports a researcher's skepticism regarding the realism of promises made in the technology sector. It suggests that not all advancements are achievable.,0.0,True
SEB-toppen byter hatt – från hållbarhet till försvar,https://www.di.se/nyheter/seb-toppen-byter-hatt-fran-hallbarhet-till-forsvar/,Politics,Neutral,[2025-10-16] This article reports the appointment of a new representative to a sustainability position. The specifics of the role or the reason for the change are not detailed.,0.0,True
Mest uppåt på Asien – nya rekord i Seoul och Sidney,https://www.di.se/live/morgonkoll-mestadels-uppat-i-asien-nya-rekord-i-seoul-och-sidney/,Business,Neutral,[2025-10-16] The article reports that investors are ignoring concerns. This suggests a continuing trend or situation within the investment market.,0.0,True
Debatt.Fel väg när miljardärerna tar makten över föreningslivet,https://www.di.se/debatt/fel-vag-nar-miljardarerna-tar-makten-over-foreningslivet/,Culture,Neutral,"[2025-10-16] The article explores the complex question of pricing Swedish sports, considering the economic and ethical implications involved.",0.0,True
Varningen: Världen kan ”koppla loss” från Kina,https://www.di.se/live/varningen-varlden-kan-koppla-loss-fran-kina/,Business,Neutral,[2025-10-16] The article reports on the United States' efforts to secure rare earth metals. This indicates potential economic and geopolitical implications related to supply chains.,0.0,True
Trump: Indien har lovat sluta köpa rysk olja,https://www.di.se/live/trump-indien-har-lovat-sluta-kopa-rysk-olja/,Politics,Neutral,[2025-10-16] Donald Trump has stated that India has promised to cease purchasing Russian oil. This announcement reflects ongoing geopolitical tensions and shifts in global energy markets.,0.0,True
USA väntar sig att Japan slutar importera rysk gas,https://www.di.se/live/usa-vantar-sig-att-japan-slutar-importera-rysk-gas/,Politics,Negative,"[2025-10-16] The United States is anticipating a halt to Japanese imports of Russian gas, likely due to ongoing geopolitical tensions and sanctions.",0.0,True
Årets skörd ett ljus i mörkret för bönderna,https://www.di.se/nyheter/arets-skord-ett-ljus-i-morkret-for-bonderna/,Business,Negative,[2025-10-16] The article reports ongoing low profitability as a significant threat to the agricultural sector. This suggests economic challenges and potential concerns for the industry.,0.0,True
Hanzas vd om miljardköpet: ”Som ett bröllop”,https://www.di.se/nyheter/hanzas-vd-om-miljardforvarvet-kanns-som-ett-brollop/,Business,Neutral,"[2025-10-16] The article reports a conversation between a CEO and founder, Erik Stenfors.  It doesn't convey a particular positive or negative sentiment.",0.0,True
Hanza köper tyskt miljardbolag – blir störst i Europa,https://www.di.se/live/hanza-koper-tyskt-miljardbolag-blir-storst-i-europa/,Business,Neutral,"[2025-10-16] A Swedish company, Hanza, has acquired a German billion-dollar firm. This deal positions Hanza as the largest company in Europe.",0.0,True
Vinnare på noteringsfesten: ”Ökar faktiskt tvåsiffrigt i år”,https://www.di.se/nyheter/vinnare-pa-noteringsfesten-okar-faktiskt-tvasiffrigt-i-ar/,Business,Neutral,"[2025-10-16] This article reports on increased revenue within the business law sector, specifically highlighting successful law firms. It provides a factual overview of performance in this industry.",0.0,True
New York stängde blandat – banker steg kraftigt,https://www.di.se/live/new-york-borsen-stangde-blandat-banker-rapportsteg/,Politics,Neutral,[2025-10-16] This article reports on renewed and intensified trade negotiations. The exact nature and outcome of these negotiations are not specified.,0.0,True
Oväntad allians vill stoppa oljejättarnas el-satsning,https://www.di.se/nyheter/ovantad-allians-vill-satta-stopp-for-oljejattarnas-el-satsning/,Politics,Neutral,[2025-10-16] The article discusses a debate regarding the prioritization of electricity distribution â€“ whether to power oil platforms or residential areas. It presents a policy question without expressing a clear opinion.,0.0,True
Economic Overview,,Overview,N/A,"The current economic situation appears mixed and somewhat uncertain, characterized by a cautious outlook. While there are signs of positive trends, such as falling prices, a significant growth rate in fast-growing companies, and exceeding expectations in several company’s revenues and profits, these are counterbalanced by concerning developments. There are elevated risks, including potential instability in the market, threats from trade conflicts (particularly with China and Russia), and challenges like rising transportation costs and job losses. Employment is trending downwards, though there are also positive signals like the creation of 5,000 jobs. Overall, the economic picture is marked by a combination of cautious optimism and potential instability, with regulators actively monitoring key companies and markets.",0.0,True
