Headline,Link,Model_Category,Sentiment,Model_Summary,Time (s),Classified
Brookfield backs Bloom Energy with $5 billion for fuel cells to power AI data centers,https://finance.yahoo.com/news/brookfield-backs-bloom-energy-5-220121193.html,Technology,Positive,[2025-10-16] Brookfield is investing heavily in Bloom Energy's fuel cell technology to supply power to burgeoning AI data centers. This investment signifies confidence in the continued growth of artificial intelligence and its energy demands.,0.0,True
Review & Preview: A Quick Recovery,https://www.barrons.com/articles/stocks-rebound-bank-earnings-bull-market-596bf65d?siteid=yhoof2&yptr=yahoo,Business,Positive,"[2025-10-16] The article previews a 'quick recovery' suggesting positive economic trends. It's a review and outlook, indicating optimism about future developments.",0.0,True
"Samsung expects best profit since 2022, as AI boom squeezes commodity chip supply",https://finance.yahoo.com/news/samsung-elec-estimates-32-rise-224610012.html,Business,Positive,"[2025-10-16] Samsung anticipates a record profit due to increased demand for AI-related chip products, driven by supply constraints in the commodity chip market.",0.0,True
"People Moves: Mercer Hires Integration Lead, MAI Names Marketing Head",https://finance.yahoo.com/news/people-moves-mercer-hires-integration-212033642.html,Business,Neutral,"[2025-10-16] This article reports on personnel changes at Mercer and MAI, announcing new leadership roles within their organizations. It's a factual announcement of business developments.",0.0,True
"US stocks end mixed, gold jumps amid upbeat IMF forecast, trade tensions",https://finance.yahoo.com/news/us-stocks-end-mixed-gold-203049167.html,Business,Neutral,[2025-10-16] US stocks closed with mixed results while gold prices rose. The positive outlook from the IMF regarding global trade contributed to the upward movement in gold.,0.0,True
Ethereum in Retreat Mode as Institutions Dump Record Holdings,https://finance.yahoo.com/news/ethereum-retreat-mode-institutions-dump-203000902.html,Technology,Negative,"[2025-10-16] Ethereum's price is declining as institutional investors are selling off significant holdings, signaling potential weakness in the cryptocurrency market.",0.0,True
"Citizens Reiterates Market Outperform on Penguin Solutions (PENG), Sets $26 Price Target",https://finance.yahoo.com/news/citizens-reiterates-market-outperform-penguin-203111027.html,Business,Positive,"[2025-10-16] Citizens Reiterates a positive outlook on Penguin Solutions (PENG), increasing their price target to $26. This suggests investor confidence in the company's potential.",0.0,True
How Much Higher Can Nvidia Take Navitas Semiconductor Stock?,https://finance.yahoo.com/news/much-higher-nvidia-navitas-semiconductor-202934207.html,Business,Neutral,"[2025-10-16] This article discusses the potential for Nvidia to increase its stake in Navitas Semiconductor, analyzing the stock's trajectory. It presents an investment perspective with no explicit positive or negative assessment.",0.0,True
Broadcom Touts Ultrafast Networking Chip For AI Data Centers,https://www.investors.com/news/technology/broadcom-stock-avgo-thor-ultra-ai-networking-chip/?src=A00220&yptr=yahoo,Technology,Neutral,"[2025-10-16] Broadcom announced a new networking chip designed for AI data centers, highlighting its speed and capabilities. The announcement focuses on technological advancements within the data center sector.",0.0,True
This Metals Stock Just Doubled. Should You Buy It Here?,https://finance.yahoo.com/news/metals-stock-just-doubled-buy-203441861.html,Business,Positive,"[2025-10-16] An article discusses a metals stock that has recently doubled in value, prompting investors to consider purchasing shares. The article likely provides context and analysis for this investment opportunity.",0.0,True
Mark Zuckerberg Reportedly Drops $1.5 Billion Pay Packet To Snag Top AI Scientist From Mira Murati's Thinking Machines Lab,https://finance.yahoo.com/news/mark-zuckerberg-reportedly-drops-1-203104111.html,Technology,Neutral,"[2025-10-16] Meta CEO Mark Zuckerberg reportedly offered a significant financial package, including $1.5 billion, to attract a leading AI scientist from a competitor's lab. This move highlights the intense competition in the artificial intelligence field.",0.0,True
Evercore ISI Reiterates Outperform on CoreWeave (CRWV) with $175 Price Target,https://finance.yahoo.com/news/evercore-isi-reiterates-outperform-coreweave-203723362.html,Business,Neutral,[2025-10-16] Investment bank Evercore ISI has issued an outperform rating and a price target of $175 for CoreWeave's stock (CRWV). This indicates a positive outlook for the company's future performance.,0.0,True
"Walmart, IBD Stock Of The Day, Runs Past Buy Point On OpenAI Shopping Partnership",https://www.investors.com/research/ibd-stock-of-the-day/walmart-stock-openai-chatgpt-shopping-amazon/?src=A00220&yptr=yahoo,Business,Positive,"[2025-10-16] Walmart's partnership with OpenAI for shopping is exceeding expectations, marked by Walmart running past a buy point. This indicates a successful and potentially lucrative collaboration.",0.0,True
"Mizuho Reiterates Outperform on Autodesk (ADSK), Sets $375 Price Target",https://finance.yahoo.com/news/mizuho-reiterates-outperform-autodesk-adsk-203954605.html,Business,Neutral,"[2025-10-16] Mizuho has issued a positive rating for Autodesk (ADSK), predicting a strong future. The firm has set a price target of $375 for the stock.",0.0,True
Stock Market Today: Dow Fades And Nasdaq Plunges As Trump Threatens 'Retribution' On China; Nvidia Partner Vaults 30% (Live Coverage),https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-us-china-tension-nvidia-stock-nvda/?src=A00220&yptr=yahoo,Business,Negative,[2025-10-16] The Dow Jones and Nasdaq experienced a decline while Nvidia's partner Vault surged. Concerns about potential 'retribution' from Trump against China contributed to the market downturn.,0.0,True
Intel (INTC) Cut to Reduce by HSBC; Analyst Cites Overdone Rally and Execution Risks,https://finance.yahoo.com/news/intel-intc-cut-reduce-hsbc-204252888.html,Business,Negative,"[2025-10-16] HSBC downgraded Intel's stock rating, citing concerns about the company's overdone rally and potential execution risks. This suggests a pessimistic outlook on Intel's future performance.",0.0,True
"ASML Stock Rally Justified by AI-Driven Chip Expansion, Says Bernstein",https://finance.yahoo.com/news/asml-stock-rally-justified-ai-204250151.html,Business,Positive,"[2025-10-16] Bernstein Research has upgraded ASML's stock, citing the company's growth driven by expanding demand for AI-powered chip manufacturing. This suggests a positive outlook for the company's future performance.",0.0,True
"Stocks to Watch Tuesday Recap: Walmart, J&J, AMD, Oracle",https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-10-14-2025/card/stocks-to-watch-tuesday-jpmorgan-goldman-sachs-ford-aTu0ec7O0KqsIJGQETlh?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-16] This article summarizes the key stock movements reported for Walmart, J&J, AMD, and Oracle on October 16, 2025. It provides a recap of market activity for these companies.",0.0,True
Raymond James Stays Bullish on Dell (DELL) Following Upbeat Analyst Meeting in New York,https://finance.yahoo.com/news/raymond-james-stays-bullish-dell-203821218.html,Business,Positive,[2025-10-16] Raymond James has maintained a positive outlook on Dell (DELL) following a successful analyst meeting. The firm's continued confidence suggests a favorable view of the company's prospects.,0.0,True
PC Sales Perk Up As Microsoft Retires Windows 10 Operating System,https://www.investors.com/news/technology/pc-sales-perk-up-as-microsoft-retires-windows-10/?src=A00220&yptr=yahoo,Technology,Positive,[2025-10-16] PC sales have increased following Microsoft's decision to end support for Windows 10. This shift is anticipated to drive upgrades and purchases of newer hardware.,0.0,True
"Earnings Season Is Here and It's All Lights Green, According to This Company",https://finance.yahoo.com/news/earnings-season-lights-green-according-204239545.html,Business,Positive,"[2025-10-16] The article reports that a company's earnings season is showing positive results, indicated by 'lights green' signals.",0.0,True
Alphabet (GOOGL) Price Target Lifted to $294 by BMO Capital on AI Leadership Strength,https://finance.yahoo.com/news/alphabet-googl-price-target-lifted-204819118.html,Business,Positive,"[2025-10-16] BMO Capital has raised Alphabet's (GOOGL) price target, citing the company's leadership in artificial intelligence. This suggests a positive outlook on the company's future performance.",0.0,True
Seaport Global Turns Bullish on Constellation Energy (CEG) Ahead of Calpine Acquisition,https://finance.yahoo.com/news/seaport-global-turns-bullish-constellation-204529841.html,Business,Positive,[2025-10-16] Seaport Global has issued a bullish rating for Constellation Energy ahead of its acquisition of Calpine. This suggests an anticipated positive outlook for CEG's stock performance.,0.0,True
Trade Jitters Weigh on Stocks,https://finance.yahoo.com/news/trade-jitters-weigh-stocks-204524952.html,Business,Negative,[2025-10-16] Market stocks are experiencing volatility due to increased trade concerns. Investors are reacting negatively to the uncertainty surrounding international trade agreements.,0.0,True
"ServiceNow (NOW) Stock in Focus as Oppenheimer Reaffirms $1,150 Target",https://finance.yahoo.com/news/servicenow-now-stock-focus-oppenheimer-204701249.html,Business,Neutral,"[2025-10-16] This article discusses ServiceNow's stock (NOW) and a positive analyst rating from Oppenheimer. The analyst maintains a price target of $1,150 for the stock.",0.0,True
Wall Street’s ‘fear gauge’ surges to highest level since May. Here’s what investors should know.,https://finance.yahoo.com/news/wall-street-fear-gauge-surges-204200643.html,Business,Negative,[2025-10-16] Market volatility is increasing as the 'fear gauge' reaches a significant high. Investors are advised to adjust their strategies due to heightened uncertainty.,0.0,True
"Millrose Properties Offers 9% Yield, Potential Gains, as Land Bank to Homebuilders",https://www.barrons.com/articles/millrose-properties-stock-lennar-split-off-1977961f?siteid=yhoof2&yptr=yahoo,Business,Positive,"[2025-10-16] Millrose Properties is offering a 9% yield and potential gains to homebuilders, indicating a positive investment opportunity. This suggests increased activity and growth in the real estate sector.",0.0,True
"Trade Tensions, and Signs of Conciliation, Send U.S. Stocks on a Wild Ride",https://www.wsj.com/finance/stocks/trade-tensions-and-signs-of-conciliation-send-u-s-stocks-on-a-wild-ride-d47fff75?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-16] U.S. stocks experienced significant volatility due to ongoing trade tensions and emerging signs of potential reconciliation efforts. This created uncertainty in the market.,0.0,True
Heard on the Street Recap: Fed Speak,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-10-14-2025/card/heard-on-the-street-recap-fed-speak-DfAl2tdvRQW7y1LEpvFo?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-16] The article reports on commentary from the Federal Reserve, a common topic in financial news. It's a recap of 'Fed Speak,' indicating a discussion about monetary policy and economic outlook.",0.0,True
Daily ETF Flows: $507M Pours Into SLV,https://finance.yahoo.com/news/daily-etf-flows-507m-pours-210004172.html,Business,Neutral,[2025-10-16] Investment flows into Silver ETFs (SLV) reached $507 million. This indicates recent investor interest in precious metals.,0.0,True
"Powell just gave his strongest hint yet that rate cuts are coming, and investors are jubilant: ‘Stage is set for parabolic Q4’",https://finance.yahoo.com/news/powell-just-gave-strongest-hint-204456712.html,Business,Positive,"[2025-10-16] Federal Reserve Chair Jerome Powell's comments signaled an upcoming interest rate cut, leading to a positive reaction from investors who anticipate a strong fourth quarter market performance.",0.0,True
"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-961b09ee?siteid=yhoof2&yptr=yahoo,Technology,Neutral,"[2025-10-16] This article provides a roundup of market activity within the technology, media, and telecommunications sectors. It likely summarizes key developments and discussions from the market.",0.0,True
Financial Services Roundup: Market Talk,https://www.wsj.com/articles/financial-services-roundup-market-talk-1164ad0c?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-16] This article provides a roundup of market discussions within the financial services sector. It likely details recent activity and key talking points among industry professionals.,0.0,True
Basic Materials Roundup: Market Talk,https://www.wsj.com/articles/basic-materials-roundup-market-talk-742dba12?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-16] This article reports on market talk regarding basic materials. It likely discusses trends, prices, and potential developments within the sector.",0.0,True
S&P 500 Gains and Losses Today: Nvidia and Intel Drop as Tech Stocks Falter; Wells Fargo Pops,https://finance.yahoo.com/news/p-500-gains-losses-today-204555670.html,Business,Neutral,"[2025-10-16] The S&P 500 experienced mixed trading, with Nvidia and Intel seeing declines while Wells Fargo shares rose. This reflects typical fluctuations within the tech sector.",0.0,True
"These Stocks Moved the Most Today: JPMorgan, Wells Fargo, Goldman, AMD, Walmart, J&J, Navitas, Polaris, and More",https://www.barrons.com/articles/stock-movers-2b19d056?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-16] This article reports on the stocks that experienced the largest price movements on October 16, 2025, including major companies like JPMorgan and Walmart.",0.0,True
Auto & Transport Roundup: Market Talk,https://www.wsj.com/articles/auto-transport-roundup-market-talk-461bd890?siteid=yhoof2&yptr=yahoo,Business,Neutral,"[2025-10-16] This article provides a roundup of market talk related to the automotive and transportation industries. It likely discusses trends, investments, and overall market conditions within the sector.",0.0,True
Medicare open enrollment: How to add or adjust your coverage,https://finance.yahoo.com/personal-finance/investing/article/medicare-open-enrollment-163338331.html,Health,Neutral,"[2025-10-16] This article provides information about Medicare open enrollment, explaining how beneficiaries can change their health coverage options during this period.",0.0,True
Energy & Utilities Roundup: Market Talk,https://www.wsj.com/articles/energy-utilities-roundup-market-talk-42fdd105?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-16] This article provides a roundup of market talk related to the energy and utilities sector. It likely discusses key developments and trends within the industry.,0.0,True
Why Constellation Energy Stock Crept Higher on Tuesday,https://finance.yahoo.com/news/why-constellation-energy-stock-crept-205404026.html,Business,Neutral,[2025-10-16] Constellation Energy's stock price increased slightly on Tuesday. The article discusses the factors contributing to this minor stock movement.,0.0,True
Health Care Roundup: Market Talk,https://www.wsj.com/articles/health-care-roundup-market-talk-8a8ea654?siteid=yhoof2&yptr=yahoo,Health,Neutral,"[2025-10-16] This article provides a roundup of market talk related to healthcare. It likely discusses trends, company performance, or industry news within the healthcare sector.",0.0,True
On-Chain Cultural Assets: Decoding City Protocol’s IP Capital Market,https://finance.yahoo.com/news/chain-cultural-assets-decoding-city-212410747.html,Technology,Neutral,"[2025-10-16] The article discusses City Protocol's development of an IP capital market utilizing blockchain technology, specifically focusing on 'on-chain cultural assets'. It explores the potential of decentralized ownership and trading within this space.",0.0,True
"Morgan Stanley, BofA Set to Report After Strong Earnings Season Kickoff",https://www.barrons.com/livecoverage/wells-fargo-jp-morgan-chase-goldman-sachs-blackrock-citigroup-bank-of-america/card/morgan-stanley-bofa-set-to-report-after-strong-earnings-season-kickoff-zrwMiSq7t9NglzpTY4Dm?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-16] Morgan Stanley and Bank of America are expected to release their earnings reports following a successful earnings season for many companies. This news reflects ongoing financial market performance.,0.0,True
"Morgan Stanley Trims Price Target on Arm Holdings (ARM) to $171, Keeps Overweight Rating",https://finance.yahoo.com/news/morgan-stanley-trims-price-target-220500352.html,Business,Neutral,"[2025-10-16] Morgan Stanley has lowered its price target for Arm Holdings, reflecting a shift in market expectations. The investment bank maintains a positive outlook for the company.",0.0,True
Fed’s Collins Says It’s Prudent to Ease a Bit More in 2025,https://finance.yahoo.com/news/fed-collins-says-prudent-cut-194500171.html,Business,Neutral,[2025-10-16] Federal Reserve official Laura Collins suggested that a slight easing of monetary policy in 2025 would be prudent. This indicates a cautious approach to future interest rate decisions.,0.0,True
Net new assets rebound as Citi smashes analyst expectations,https://finance.yahoo.com/news/net-assets-rebound-citi-smashes-210806787.html,Business,Positive,"[2025-10-16] Citigroup's financial performance exceeded expectations, leading to a rebound in net new assets. This indicates a positive trend for the bank.",0.0,True
"Melius Raises Dell Technologies (DELL) Price Target to $200, Reiterates Buy Rating",https://finance.yahoo.com/news/melius-raises-dell-technologies-dell-220509570.html,Business,Neutral,"[2025-10-16] Melius upgraded Dell Technologies' price target, signaling confidence in the company's future. They maintained a 'Buy' rating for the stock.",0.0,True
Fed Officials Are Divided About Interest Rates,https://finance.yahoo.com/news/fed-officials-divided-interest-rates-211056162.html,Politics,Neutral,[2025-10-16] Federal Reserve officials are experiencing internal disagreement regarding potential interest rate adjustments. This division reflects ongoing uncertainty about the economic outlook.,0.0,True
CrowdStrike (CRWD): Stephens Raises Target to $590 After Financial Model Update,https://finance.yahoo.com/news/crowdstrike-crwd-stephens-raises-target-220746452.html,Business,Neutral,[2025-10-16] Stephens upgraded CrowdStrike's stock target price following an updated financial model. The analyst believes the company's performance justifies a higher valuation.,0.0,True
Edelman Financial Engines CEO Steps Down After 2 Years in the Job,https://www.barrons.com/advisor/articles/edelman-financial-ceo-jay-shah-steps-down-bf8c3540?siteid=yhoof2&yptr=yahoo,Business,Neutral,[2025-10-16] Edelman Financial Engines' CEO has resigned after serving two years in the role. This news reflects a leadership change within the financial services industry.,0.0,True
Economic Overview,,Overview,N/A,"The current economic situation appears to be characterized by a mixed bag of trends. Stock markets have experienced significant volatility, punctuated by sharp rebounds following periods of decline, largely driven by optimism surrounding trade agreements and artificial intelligence advancements, as well as developments like SpaceX's Starship test. However, there are also concerning signs, including a flash crash in the Bitcoin market, a drop in Fastenal’s stock price, and increased trade tensions impacting global markets. 

Unemployment trends are not clearly defined, but there’s a focus on managing risk in the cryptocurrency market, suggesting potential instability. Investor interest in gold and silver ETFs has fluctuated, and there’s a growing acceptance of digital assets with Citigroup planning cryptocurrency custody services. 

Looking ahead, the outlook is uncertain, with ongoing trade concerns and potential policy shifts from the Federal Reserve contributing to market volatility. While there’s evidence of positive developments in areas like AI and specific company performance (e.g., Tesla, Nvidia, Bloom Energy), the overall picture suggests a period of cautious optimism with continued risks.",0.0,True
